area,sex ratio,r cases,crimes,wine shops,men literacy,porn access,psych cases,desserted area,ring roads,slum areas,season,time of visit,outcome,class
0.0,0.9408602150537637,0.40000000000000013,0.3599999999999999,0.7000000000000002,0.4666666666666659,0.40000000000000013,0.6000000000000001,0.6000000000000001,1.0,0.0,1.0,1.0,0.8470052223249014,1.0
1.0,0.9220430107526882,0.0,0.6400000000000001,0.40000000000000013,0.7333333333333334,0.6000000000000001,0.1333333333333333,0.6000000000000001,0.14285714285714285,0.25,0.0,1.0,0.8080204594786271,1.0
0.25,0.8978494623655917,0.925,0.1200000000000001,0.20000000000000018,0.1999999999999993,0.8,0.1333333333333333,0.2,0.5714285714285714,0.5,0.0,0.0,0.7749672261503089,1.0
0.5,0.9193548387096777,0.625,0.8000000000000003,0.30000000000000004,0.8666666666666663,0.8,0.8333333333333333,0.6000000000000001,0.42857142857142855,0.5,0.3333333333333333,1.0,0.9388149835593476,1.0
0.75,0.6209677419354838,0.8500000000000001,0.3599999999999999,0.7000000000000002,0.7333333333333334,0.6000000000000001,0.8,0.6000000000000001,0.8571428571428571,0.25,1.0,0.0,0.6077238830027296,1.0
0.0,0.6532258064516132,0.5250000000000001,0.6000000000000001,0.8,0.6666666666666661,0.40000000000000013,0.6000000000000001,0.39999999999999997,0.0,0.25,0.6666666666666667,1.0,0.6157400442715608,1.0
0.5,0.7795698924731183,0.8250000000000002,0.16000000000000014,1.0,0.5999999999999996,0.19999999999999996,0.10000000000000009,0.2,1.0,0.0,0.0,0.0,0.6788592551202424,1.0
0.75,0.6451612903225807,0.9750000000000001,0.7400000000000002,0.10000000000000009,1.0,0.40000000000000013,0.0,0.8,0.2857142857142857,0.0,0.3333333333333333,0.0,0.6496529195590037,1.0
0.0,0.7795698924731183,0.875,0.8999999999999999,0.6000000000000001,1.0,0.40000000000000013,0.3999999999999999,1.0,0.0,0.0,0.6666666666666667,1.0,0.8161440759923493,1.0
0.5,0.8333333333333333,0.8500000000000001,0.94,0.30000000000000004,1.0,0.6000000000000001,0.6666666666666667,0.6000000000000001,0.14285714285714285,0.0,1.0,0.0,0.8893425888117599,1.0
1.0,0.7553763440860217,0.8250000000000002,0.18000000000000016,1.0,0.0,0.40000000000000013,0.6333333333333333,0.8,0.0,0.0,0.3333333333333333,1.0,0.656959876211558,1.0
1.0,0.8172043010752688,0.8250000000000002,0.8799999999999999,0.6000000000000001,0.5333333333333332,0.40000000000000013,0.43333333333333335,0.2,0.8571428571428571,0.0,0.3333333333333333,0.0,0.8385377490275303,1.0
0.75,0.5645161290322582,0.0,0.3999999999999999,0.6000000000000001,0.7333333333333334,0.6000000000000001,1.0,0.6000000000000001,0.14285714285714285,0.25,0.0,1.0,0.4802819625625925,0.0
0.0,0.6182795698924732,0.5,0.26000000000000023,0.40000000000000013,0.6666666666666661,0.19999999999999996,0.9666666666666666,0.39999999999999997,0.7142857142857142,0.5,1.0,0.0,0.5533300380391566,0.0
0.25,0.6451612903225807,0.6000000000000001,0.33999999999999986,0.40000000000000013,0.06666666666666643,0.40000000000000013,0.5,0.2,1.0,0.25,1.0,1.0,0.5545550278309088,0.0
0.75,0.8172043010752688,0.9750000000000001,0.3999999999999999,0.40000000000000013,0.5333333333333332,0.8,0.2333333333333334,0.6000000000000001,0.5714285714285714,0.25,0.6666666666666667,0.0,0.7682620188691409,1.0
0.0,0.8010752688172043,0.15000000000000013,0.3799999999999999,0.9000000000000001,0.0,0.40000000000000013,0.06666666666666665,0.6000000000000001,0.5714285714285714,0.5,0.6666666666666667,1.0,0.63815520835572,1.0
0.5,0.7607526881720432,0.42500000000000004,0.45999999999999996,0.40000000000000013,0.6666666666666661,0.19999999999999996,0.10000000000000009,0.39999999999999997,0.7142857142857142,0.75,0.0,0.0,0.6628484236315573,1.0
0.5,0.8655913978494627,0.20000000000000018,0.7800000000000002,0.9000000000000001,0.9333333333333327,0.40000000000000013,0.7333333333333334,0.2,1.0,0.0,1.0,0.0,0.8488534525370186,1.0
1.0,0.8494623655913978,0.2250000000000001,0.6200000000000001,1.0,0.06666666666666643,0.6000000000000001,0.7,0.39999999999999997,0.2857142857142857,0.25,1.0,1.0,0.769615954954761,1.0
0.0,0.35483870967741926,0.6500000000000001,0.5,0.8,0.7333333333333334,0.8,0.6666666666666667,0.2,0.5714285714285714,0.5,0.3333333333333333,0.0,0.34342696267004813,0.0
0.5,0.48655913978494625,0.40000000000000013,1.0,1.0,0.06666666666666643,0.19999999999999996,0.16666666666666674,0.0,0.2857142857142857,0.5,0.6666666666666667,0.0,0.45782381638047775,0.0
0.75,0.8333333333333333,0.025000000000000133,0.0,0.40000000000000013,0.4666666666666659,0.8,0.8,0.39999999999999997,0.2857142857142857,0.25,1.0,1.0,0.6608712471255718,1.0
0.25,0.7231182795698927,0.925,0.45999999999999996,0.30000000000000004,0.13333333333333286,0.19999999999999996,1.0,0.2,0.42857142857142855,0.5,0.3333333333333333,1.0,0.6993187337473943,1.0
0.5,1.0000000000000002,0.8250000000000002,0.7200000000000002,0.8,0.2666666666666666,0.40000000000000013,0.9333333333333333,0.39999999999999997,0.0,0.5,0.6666666666666667,1.0,0.9988394833551828,1.0
0.0,0.7580645161290323,0.925,0.33999999999999986,0.6000000000000001,0.6666666666666661,0.0,0.033333333333333215,0.6000000000000001,0.5714285714285714,0.25,0.0,0.0,0.6820829124669578,1.0
0.25,0.7795698924731183,0.625,0.5800000000000001,1.0,0.1999999999999993,0.6000000000000001,0.8,0.39999999999999997,0.2857142857142857,0.5,0.3333333333333333,0.0,0.7428810900260041,1.0
1.0,0.44354838709677424,0.9000000000000001,0.52,0.7000000000000002,0.5333333333333332,0.19999999999999996,0.5333333333333332,0.2,0.0,0.25,0.6666666666666667,1.0,0.42797274934989593,0.0
0.0,0.38440860215053774,0.30000000000000004,0.26000000000000023,0.0,1.0,0.0,0.5333333333333332,0.0,0.7142857142857142,0.75,0.0,1.0,0.2920418645634095,0.0
0.25,0.5107526881720432,0.5,0.2400000000000002,0.9000000000000001,0.2666666666666666,0.6000000000000001,0.16666666666666674,0.6000000000000001,1.0,0.25,0.3333333333333333,0.0,0.395822140078657,0.0
0.5,0.6505376344086022,0.8250000000000002,0.08000000000000007,1.0,0.2666666666666666,0.8,0.0,0.0,0.0,0.75,0.6666666666666667,0.0,0.5187724312823709,0.0
0.75,0.6182795698924732,0.20000000000000018,0.8799999999999999,0.0,0.33333333333333304,0.40000000000000013,0.6000000000000001,0.39999999999999997,0.8571428571428571,1.0,1.0,1.0,0.5858245040940449,1.0
0.0,0.8387096774193548,0.925,0.7600000000000002,0.5,0.7999999999999998,1.0,0.16666666666666674,0.6000000000000001,0.14285714285714285,1.0,0.0,0.0,0.8410736928069462,1.0
0.25,0.8602150537634412,0.30000000000000004,0.96,0.10000000000000009,0.9333333333333327,0.19999999999999996,0.10000000000000009,0.2,0.7142857142857142,0.75,0.0,1.0,0.8296834368485526,1.0
1.0,0.0,0.75,0.3799999999999999,0.7000000000000002,0.8666666666666663,0.0,0.8,0.2,0.42857142857142855,0.5,1.0,0.0,0.0,0.0
0.5,0.9677419354838712,0.5250000000000001,0.8399999999999999,0.0,0.13333333333333286,0.40000000000000013,0.0,0.8,0.5714285714285714,0.25,1.0,1.0,0.8984333025294964,1.0
0.0,0.295698924731183,0.7750000000000001,0.2400000000000002,0.6000000000000001,0.6666666666666661,0.6000000000000001,0.5333333333333332,0.0,0.14285714285714285,0.0,0.3333333333333333,1.0,0.23964668715479975,0.0
0.75,0.8494623655913978,0.30000000000000004,0.7000000000000002,0.30000000000000004,0.9333333333333327,0.0,0.6000000000000001,0.2,0.2857142857142857,0.0,0.6666666666666667,0.0,0.8052266231114742,1.0
0.25,0.8790322580645162,0.050000000000000044,0.3999999999999999,0.8,0.0,0.40000000000000013,0.1333333333333333,0.6000000000000001,0.42857142857142855,0.25,0.3333333333333333,1.0,0.7078721712406781,1.0
1.0,0.9086021505376347,0.9000000000000001,0.98,0.5,0.5333333333333332,1.0,0.5,0.0,0.2857142857142857,0.5,0.0,0.0,0.9506135694483251,1.0
0.5,0.7634408602150538,0.125,0.43999999999999995,0.9000000000000001,0.4666666666666659,0.0,0.9666666666666666,0.6000000000000001,0.8571428571428571,0.5,1.0,0.0,0.6811373063119213,1.0
0.75,0.49193548387096775,0.5,0.6000000000000001,0.8,0.33333333333333304,0.8,0.6333333333333333,0.2,0.5714285714285714,0.25,0.6666666666666667,1.0,0.45956459134770355,0.0
0.0,0.6263440860215053,0.050000000000000044,0.08000000000000007,1.0,0.5999999999999996,0.8,0.8999999999999999,0.2,1.0,0.0,0.3333333333333333,0.0,0.49854935419397783,0.0
1.0,0.6182795698924732,1.0,0.7600000000000002,0.9000000000000001,0.33333333333333304,0.40000000000000013,0.7666666666666666,0.39999999999999997,0.5714285714285714,0.25,0.3333333333333333,1.0,0.6567879478197329,1.0
0.25,0.8064516129032258,0.5,0.45999999999999996,0.9000000000000001,0.5999999999999996,0.19999999999999996,0.2333333333333334,0.0,0.5714285714285714,0.0,1.0,1.0,0.721476005243816,1.0
0.5,0.9247311827956992,0.125,0.6000000000000001,0.9000000000000001,0.06666666666666643,0.6000000000000001,0.0,0.2,0.7142857142857142,0.5,0.0,0.0,0.7902258709247598,1.0
0.75,0.8091397849462367,0.025000000000000133,0.54,0.5,1.0,0.8,0.10000000000000009,0.6000000000000001,0.5714285714285714,0.0,0.6666666666666667,1.0,0.7045195676000944,1.0
0.0,0.295698924731183,0.5,0.41999999999999993,0.6000000000000001,0.9333333333333327,1.0,0.8,0.39999999999999997,0.2857142857142857,0.75,0.3333333333333333,1.0,0.2740753476177171,0.0
1.0,0.8763440860215057,0.2250000000000001,0.30000000000000027,0.5,0.13333333333333286,0.19999999999999996,0.7333333333333334,0.0,1.0,0.5,1.0,1.0,0.7518213664008946,1.0
0.25,0.8252688172043012,0.25,1.0,0.5,0.0,0.6000000000000001,0.7666666666666666,0.2,0.42857142857142855,0.25,0.0,0.0,0.8008424491199415,1.0
0.25,0.7204301075268817,0.875,0.06000000000000005,0.0,0.1999999999999993,0.0,0.2333333333333334,0.39999999999999997,0.8571428571428571,0.25,0.6666666666666667,1.0,0.5910253379467449,1.0
0.0,0.5672043010752688,0.6000000000000001,0.7000000000000002,0.40000000000000013,0.13333333333333286,0.6000000000000001,0.8666666666666667,0.6000000000000001,0.2857142857142857,0.25,0.6666666666666667,0.0,0.5505576927209819,1.0
0.75,0.6559139784946237,0.7000000000000002,0.8200000000000003,0.30000000000000004,1.0,1.0,0.7,0.8,0.5714285714285714,0.5,0.3333333333333333,1.0,0.6986954933270293,1.0
1.0,0.8091397849462367,0.3500000000000001,0.52,0.0,0.13333333333333286,0.19999999999999996,0.033333333333333215,0.0,1.0,0.0,0.0,0.0,0.6855859534503876,1.0
0.5,0.2768817204301075,0.6500000000000001,0.41999999999999993,0.20000000000000018,0.5999999999999996,0.6000000000000001,0.7,0.0,0.7142857142857142,0.0,1.0,0.0,0.24910274870516425,0.0
0.0,0.6048387096774193,0.7000000000000002,0.040000000000000036,0.10000000000000009,0.8666666666666663,1.0,0.46666666666666656,0.2,0.5714285714285714,0.25,0.3333333333333333,0.0,0.5087790935075538,0.0
